District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
PORT LOKO,BUREH,Bureh MCHP,YALISANDA (BUREH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,375,3302-2-03268,Old
PORT LOKO,BUREH,Bureh MCHP,ROKON BUREH (BUREH),KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,266,3302-2-03242,Old
PORT LOKO,BUREH,Bureh MCHP,ROGBELLA (BUREH),CHILDREN WELFARE PRIMARY SCHOOL_2026_new,262,3302-2-03266,Old
PORT LOKO,BUREH,Bureh MCHP,SIMBECK (BUREH),PHILIP ROSMA PRIMARY SCHOOL_2026_new,179,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,KITONKI (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,324,3303-2-03402,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,MAYAYA (KAFFU BULLOM),SAINT ALBERT ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,351,3303-2-03403,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,PEWULAY (KAFFU BULLOM),CHURCH OF GOD PRIMARY SCHOOL_2026_new,306,3303-2-03404,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,CONAKRY-DEE (KAFFU BULLOM),KULAFAI RASHIDEEN LSLAMIC SCHOOL_2026_new,259,3303-2-03401,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,CONAKRY-DEE (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,515,3303-2-03400,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,PEWULAY (KAFFU BULLOM),KULAFAI RASHIDEEN LSLAMIC PRIMARY SCHOOL_2026_new,142,3303-2-03405,Old
PORT LOKO,KAFFU BULLOM,CONAKRY DEE CHC,CONAKRY DEE,Sarah Memorial Preparatory and Primary School_2026_new,150,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,Evans CHC,PONKA (KAFFU BULLOM),PONKA ACADEMY_2026_new,183,3303-2-03294,Old
PORT LOKO,KAFFU BULLOM,Evans CHC,MAKASSA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,490,3303-2-03308,Old
PORT LOKO,KAFFU BULLOM,Evans CHC,MAKASSA (KAFFU BULLOM),CHRIST EVANGELISTIC PRIMARY SCHOOL_2026_new,136,3303-2-12476,Old
PORT LOKO,KAFFU BULLOM,GBANEH BANA CHP,GBANNEH BANA (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,408,3303-2-03309,Old
PORT LOKO,KAFFU BULLOM,GBANEH BANA CHP,SANTIGIGIEYA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,386,3303-2-03350,Old
PORT LOKO,KAFFU BULLOM,GBANEH BANA CHP,SAMUYA (KAFFU BULLOM),SUSU GOSPEL PRIMARY SCHOOL_2026_new,296,3303-2-03355,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,TOMBO BANA (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,294,3303-2-03336,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,MABENDO (KAFFU BULLOM),P.C. BAI SHEBORA SHEBA GBEREH III PRIMARY_2026_new,212,3303-2-03334,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,TOMBO BANA (KAFFU BULLOM),INTERNATIONAL AID TRUST NEW HOPE PRIMARY_2026_new,212,3303-2-03327,Old
PORT LOKO,KAFFU BULLOM,GBANEH LOL CHP,GBANEH LOL,Amen International Academy_2026_new,200,9999-9-99999,New
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,GBAINTY WALLAH (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,310,3307-2-03686,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,GBAINTY WALLAH (LOKOMASAMA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,395,3307-2-03685,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,KATIC (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL_2026_new,528,3307-2-03690,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,MAFORAY (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,298,3307-2-03691,Old
PORT LOKO,LOKOMASAMA,Gbinty Wallah CHP,MAPANG (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,360,3307-2-03703,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,ROKON (BAKEH LOKO),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,139,3301-2-03203,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,ROMANY EACH 1 (ROFANYEA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,357,3301-2-03182,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,LIMBA CORNER (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,311,3309-2-03804,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,MARONKA (BAKEH LOKO),EDUCAID PRIMARY SCHOOL MARONKA_2026_new,105,3301-2-03205,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,KASANKOH (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,248,3301-2-03184,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,MAKEMPITHA (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,180,3301-2-03183,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,MAPATHE (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,254,3301-2-03204,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,LIMPKAKURU (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,182,3309-2-03779,Old
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,KARENEH (BAKEH LOKO),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,95,9999-9-99999,New
PORT LOKO,BAKEH LOKO,Gbonkoh Kareneh CHP,ROTIFUNK,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,0,9999-9-99999,New
PORT LOKO,KASSEH,Kagbanthama CHC,KAGBANTHAMA (KASSEH),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,108,3305-2-03500,Old
PORT LOKO,KASSEH,Kagbanthama CHC,KAGBATHAMA (KASSEH),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,465,3305-2-03501,Old
PORT LOKO,KASSEH,Kagbanthama CHC,ROFRANCE (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,219,3305-2-03502,Old
PORT LOKO,KASSEH,Kagbanthama CHC,ROTIFUNK (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,431,3305-2-03516,Old
PORT LOKO,KASSEH,Kagbanthama CHC,ROGBITHON (KASSEH),KUIAFAI RASHIDEEN PRIMARY SCHOOL_2026_new,266,3305-2-11957,Old
PORT LOKO,KASSEH,Kagbanthama CHC,MAGBANDO (KASSEH),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,296,3305-2-03505,Old
PORT LOKO,LOKOMASAMA,Kalangba MCHP,KALANGBA JUNCTION (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,485,3307-2-03689,Old
PORT LOKO,LOKOMASAMA,Kalangba MCHP,KALANGBA (LOKOMASAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,429,3307-2-03688,Old
PORT LOKO,LOKOMASAMA,Kalangba MCHP,KALANGBA (LOKOMASAMA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,345,3307-2-03694,Old
PORT LOKO,LOKOMASAMA,Kalangba MCHP,KALANGBA JUNCTION (LOKOMASAMA),PURE LIFE PRIMARY SCHOOL_2026_new,128,9999-9-99999,New
PORT LOKO,LOKOMASAMA,Kalangba MCHP,LUMPA (LOKOMASAMA),JARIATU ISLAMIC PRIMARY SCHOOL_2026_new,117,9999-9-99999,New
PORT LOKO,BUREH,Kalangba Bureh MCHP,ROKUPR WOSIE (BUREH),KING FAHAD ISLAMIC PRIMARY SCHOOL_2026_new,245,3302-2-03248,Old
PORT LOKO,BUREH,Kalangba Bureh MCHP,MATATIE (BUREH),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,292,3302-2-03246,Old
PORT LOKO,BUREH,Kalangba Bureh MCHP,MAGBONTHA (BUREH),AFRICA METHODIST EPISCOPAL PRIMARY SCHOOL_2026_new,265,3302-2-03244,Old
PORT LOKO,MAKAMA,KAMBIA MAKAMA CHP,KAMBIA (MAKAMA),CHILDREN INTEGRATED DEVELOPED SERVICE_2026_new,243,3313-2-04015,Old
PORT LOKO,MAKAMA,KAMBIA MAKAMA CHP,ROSINT MAKAMA (MAKAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,248,3310-2-03842,Old
PORT LOKO,MAKAMA,KAMBIA MAKAMA CHP,KAMBIA MAKAMA (MAKAMA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,424,3310-2-03840,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,ROPOLON LINE (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,137,3301-2-03199,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,ROPOLON2 (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,194,3301-2-03797,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,RORAL KAMEM (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,279,3301-2-03221,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,KAMARANKA (BAKEH LOKO),MOVEMENT OF FAITH PRIMARY SCHOOL_2026_new,289,3301-2-13056,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,ROLAL II (BAKEH LOKO),AMAZONIAN BI-LINGUAL PRIMARY SCHOOL_2026_new,272,3301-2-03202,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,ROLAL (BAKEH LOKO),HOLY DELIVERANCE INTERNATIONAL ACADEMY PRIMARY SCHOOL_2026_new,131,3301-2-03239,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,KAMARANKA (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,203,3304-2-03469,Old
PORT LOKO,BAKEH LOKO,Kamaranka CHP,KAMBIA HIGHWAY PORT LOKO,TOPMAN ACADEMY PRIMARY SCHOOL_2026_new,322,9999-9-99999,New
PORT LOKO,BAKEH LOKO,Kamaranka CHP,ROKON KAMEM (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,415,9999-9-99999,New
PORT LOKO,BAKEH LOKO,Kamaranka CHP,MAFORAY KA KARGBO,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,281,9999-9-99999,New
PORT LOKO,BAKEH LOKO,Kamaranka CHP,MATHASKA,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,281,9999-9-99999,New
PORT LOKO,BAKEH LOKO,Kamaranka CHP,ROPOLON1 (BAKEH LOKO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,180,9999-9-99999,New
PORT LOKO,LOKOMASAMA,Kargbulor CHP,YEALISANDA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,238,3307-2-13864,Old
PORT LOKO,LOKOMASAMA,Kargbulor CHP,GBANNEH (LOKOMASAMA),ANSARUL ISLAMIC PRIMARY SCHOOL_2026_new,228,3307-2-03695,Old
PORT LOKO,LOKOMASAMA,Kargbulor CHP,KARGBULOR (LOKOMASAMA),CHURCH OF GOD PRIMARY SCHOOL_2026_new,349,3307-2-03687,Old
PORT LOKO,LOKOMASAMA,Kargbulor CHP,Petifu Kargbulor,MOVEMENT OF FAITH ISLAMIC PRIMARY SECONDARY SCHOOL_2026_new,595,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA (KAFFU BULLOM),AMMAH PRIMARY SCHOOL_2026_new,107,3303-2-12460,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,520,3303-2-03337,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),ADONAI PRIMARY SCHOOL_2026_new,333,3303-2-03313,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),VALINTIAL INTERNATIONAL_2026_new,97,3303-2-03442,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),WESLEYAN PRIMARY SCHOOL_2026_new,391,3303-2-03441,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,BOMBEH LUNGI (KAFFU BULLOM),KINGDOM HERITAGE PRIMARY SCHOOL_2026_new,49,3303-2-03320,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),HAJA MBALU PRIMARY SCHOOL LUNGI TOWN_2026_new,198,3303-2-03317,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK LUNGI (KAFFU BULLOM),BATHEL PRIMARY SCHOOL LUNGI_2026_new,210,3303-2-03332,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROTIFUNK (KAFFU BULLOM),BAPTIST PRIMARY SCHOOL_2026_new,210,3303-2-03325,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,ROYEAMA (KAFFU BULLOM),KHULAFAI RASHIDEEN PRIMARY SCHOOL LUNGI_2026_new,573,3303-2-03335,Old
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,GBONKOH,World of life Primary School_2026_new,318,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,KASONGHA,Juldeh Jalloh Primary School_2026_new,0,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,KASONGHA CHP,NEW SITE,MCA Primary School_2026_new,0,9999-9-99999,New
PORT LOKO,MASIMERA,KATIC CHP,MAKERA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,109,3312-2-03975,Old
PORT LOKO,MASIMERA,KATIC CHP,MATH ALLAY,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL_2026_new,82,3312-2-03994,Old
PORT LOKO,MASIMERA,KATIC CHP,MATUKU,ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,287,3312-2-03990,Old
PORT LOKO,MASIMERA,KATIC CHP,KATICK,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,262,3312-2-03951,Old
PORT LOKO,MASIMERA,KATIC CHP,MATHEMPRA,EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,250,3312-2-03953,Old
PORT LOKO,MASIMERA,KATIC CHP,MASANKA,MASANKA PRIMARY SCHOOL_2026_new,225,3312-2-03995,Old
PORT LOKO,MASIMERA,KATIC CHP,MADIMBOR,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,218,3312-2-03997,Old
PORT LOKO,MASIMERA,KATIC CHP,MAYOLLA THATHA,CHRISTIAN EVAGELICAL PRIMARY SCHOOL_2026_new,187,9999-9-99999,New
PORT LOKO,KAMASONDO,Katongha MCHP,KATOMA (LOKOMASAMA),CHURCH OF GOD OF PROPHECY PRAMARY SCHOOL_2026_new,380,3307-2-03707,Old
PORT LOKO,LOKOMASAMA,Katongha MCHP,KATONGHA (LOKOMASAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,583,3307-2-03708,Old
PORT LOKO,KAMASONDO,Katongha MCHP,Makempitha,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,139,9999-9-99999,Old
PORT LOKO,KAMASONDO,Katongha MCHP,Masorie,kulafinrasidin Primary school_2026_new,184,9999-9-99999,New
PORT LOKO,KASSEH,Kawengha MCHP,ROKAMA (KASSEH),KHULAFAI RASHIDEEN ROKAMA_2026_new,212,3305-2-03506,New
PORT LOKO,KASSEH,Kawengha MCHP,GBONKOMAKAL (KASSEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,343,3305-2-03508,Old
PORT LOKO,KOYA,Kissy Koya CHP,KISSY KOYA (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL_2026_new,165,3306-2-03569,Old
PORT LOKO,KOYA,Kissy Koya CHP,MAKERAY (KOYA),DANNY AND FRIENDS PRIMARY SCHOOL/SLIA Primary School_2026_new,281,3306-2-03664,Old
PORT LOKO,KOYA,Kissy Koya CHP,JABAMA (KOYA),JABAMA COMMUNITY PRIMARY SCHOOL_2026_new,176,3306-2-03568,Old
PORT LOKO,KOYA,Kissy Koya CHP,R0GBAYLOH (KOYA),BREAD OF LIFE PRIMARY SCHOOL_2026_new,374,3306-2-03572,Old
PORT LOKO,KOYA,Kissy Koya CHP,MABOIMA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,342,3306-2-03570,Old
PORT LOKO,KOYA,Kissy Koya CHP,MAKOLO (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,310,3306-2-03676,Old
PORT LOKO,KOYA,Kissy Koya CHP,MAKOLO (KOYA),REDEMPTION PRIMARY MAKOLO_2026_new,378,3306-2-03677,Old
PORT LOKO,KOYA,Kissy Koya CHP,MAKOLOR (KOYA),MADRASATU AKIM ISLAMIC PRIMARY SCHOOL_2026_new,247,3306-2-11974,Old
PORT LOKO,KOYA,Kissy Koya CHP,MAMARA (KOYA),REDEMPTION PRIMARY SCHOOL_2026_new,208,3306-2-03678,Old
PORT LOKO,KOYA,Kissy Koya CHP,MASOKO (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,254,3306-2-03571,Old
PORT LOKO,KOYA,Kissy Koya CHP,MASIMBARA (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,285,3306-2-03609,Old
PORT LOKO,KOYA,Kissy Koya CHP,FOREDUGU (KOYA),SIERRA LEONE ISLAMIC ACADEMY (SLIA) PRIMARY_2026_new,133,3306-2-12792,Old
PORT LOKO,KOYA,Kissy Koya CHP,Mayeamie Bana,Serrah Vision Academy Primary School_2026_new,58,9999-9-99999,Old
PORT LOKO,KOYA,Kissy Koya CHP,Robis,Bangso primary School_2026_new,85,9999-9-99999,New
PORT LOKO,KOYA,Kissy Koya CHP,Mamanso,Nahun International Academy primary school_2026_new,26,9999-9-99999,New
PORT LOKO,KOYA,Kissy Koya CHP,Konta Line,Sierra Leone International Mission Primary School_2026_new,132,9999-9-99999,New
PORT LOKO,KOYA,Komrabai Ngolla CHP,KOM RABBI KING KANTHA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,300,3306-2-03605,New
PORT LOKO,KOYA,Komrabai Ngolla CHP,MALAISOKO (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,274,3306-2-03649,Old
PORT LOKO,KOYA,Komrabai Ngolla CHP,MARIFA,EVAGELISM DECIPLESHIP MISSION PRIMARY SCHOOL_2026_new,253,9999-9-99999,Old
PORT LOKO,KOYA,Komrabai Ngolla CHP,ROYAIMAH,ROYAL PRIMARY SCHOOL_2026_new,112,9999-9-99999,New
PORT LOKO,KOYA,Komrabai Ngolla CHP,KOMRABAI NGOLLA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,272,9999-9-99999,New
PORT LOKO,MASIMERA,KONTA LINE CHC,KONTA LINE (MASIMERA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,396,3312-2-03942,New
PORT LOKO,MASIMERA,KONTA LINE CHC,ROYEMA (MASIMERA),ROMAN ATHOLI PRIMARY SCHOOL_2026_new,301,3312-2-03967,Old
PORT LOKO,MASIMERA,KONTA LINE CHC,KONTA KUMA (MASIMERA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,263,3312-2-03943,Old
PORT LOKO,MASIMERA,KONTA LINE CHC,MAMORRKA VILLAGE,COMMUNITY EDUCATION DEVELOPMENT PRIMARY SCHOOL_2026_new,204,3312-2-03949,Old
PORT LOKO,MASIMERA,KONTA LINE CHC,ROBIKIE (MASIMERA),KING FAHAD ISLAMIC PRIMARY SCHOOL_2026_new,236,3312-2-03944,Old
PORT LOKO,MASIMERA,KONTA LINE CHC,MAMOI (MASIMERA),SAINT GEORGE ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,260,3312-2-03969,Old
PORT LOKO,MASIMERA,KONTA LINE CHC,MATHALLAH,RC PRIMARY SCHOOL MATHALLAH_2026_new,142,9999-9-99999,Old
PORT LOKO,MASIMERA,KONTA LINE CHC,PETIFU MANIKA,RC PRIMARY SCHOOL_2026_new,113,9999-9-99999,New
PORT LOKO,KAMASONDO,Konta wallah CHC,KONTA WALLAH (KAMASONDO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,466,3304-2-03482,New
PORT LOKO,KAMASONDO,Konta wallah CHC,Malai,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,139,9999-9-99999,Old
PORT LOKO,KOYA,Kurankoh CHP,GBONKO MABUYA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,226,3306-2-03518,New
PORT LOKO,KOYA,Kurankoh CHP,MALEGBEH (KOYA),ALPHA DAMS PRIMARY SCHOOL MALEGBEH_2026_new,22,3306-2-03595,Old
PORT LOKO,KOYA,kurankoh CHP,MAKOI (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL /WR_2026_new,324,3306-2-03573,Old
PORT LOKO,KOYA,Kurankoh CHP,KAGBUNKOH (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,218,3306-2-03519,Old
PORT LOKO,KOYA,Kurankoh CHP,KURANKOH (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,302,3306-2-03558,Old
PORT LOKO,KOYA,Kurankoh CHP,Makambo,COMMUNITY PRIMARY SCHOOL_2026_new,0,9999-9-99999,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),KANKAYLAY ISLAMIC PRIMARY SCHOOL LUNGI_2026_new,222,3303-2-03289,New
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),TROY TILKARAN MEMORIAL AGAPE PRIMARY SCHOOL_2026_new,206,3303-2-03295,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),SIERRA LEONE CHURCH PRIMARY SCHOOL_2026_new,370,3303-2-03291,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),SAINT AUGUSTINE ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,847,3303-2-03290,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),NATIONAL PENTECOSTAL PRIMARY SCHOOL_2026_new,51,3303-2-12477,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,BENKEH (KAFFU BULLOM),PHILADELPHIA INTERNATIONAL PRIMARY SCHOOL BENKEH_2026_new,42,3303-2-03281,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),RABBONI INTERNATIONAL PRIMARY SCHOOL_2026_new,95,3303-2-12478,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),CALVARY PRIMARY SCHOOL LUNGI_2026_new,179,3303-2-03288,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,TINTAFOR (KAFFU BULLOM),AL-KUDUS ISLAMIC PRIMARY_2026_new,380,3303-2-03301,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),WISDOM INTERNATIONAL PRIMARY SCHOOL_2026_new,49,3303-2-03287,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASODON (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL SENIOR_2026_new,121,3303-2-03270,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASONDO (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,517,3303-2-03280,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASONDO (KAFFU BULLOM),LOGOS EXPERIMENTAL BILINGUAL PRIMARY SCHOOL KAMASONDO_2026_new,58,3303-2-03282,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,KAMASONDO (KAFFU BULLOM),UNITED METHODIST CHURCH PRIMARY SCHOOL_2026_new,295,3303-2-03318,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTAR,HOUSE OF GRACE SCHOOL OF SCIENCE &TECHNOLOGY_2026_new,19,3303-2-15270,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTARR (KAFFU BULLOM),CHRISTAL PRIMARY SCHOOL_2026_new_new,192,3303-2-03286,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTAR,Services Primary School_2026_new,578,9999-9-99999,Old
PORT LOKO,KAFFU BULLOM,LUNGI UNDER FIVES CHP,SUCTAR,Divine Preparatory Primary School_2026_new,0,9999-9-99999,New
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,201,3311-2-03858,New
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE CHURCH PRIMARY SCHOOL_2026_new,605,3311-2-03909,Old
PORT LOKO,MARAMPA,LUNSAR CHC,KONTA BANA (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,340,3311-2-12009,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),HOPE INTERNATIONAL PRIMARY SCHOOL_2026_new,50,3311-2-03931,Old
PORT LOKO,MARAMPA,LUNSAR CHC,MABLA (MARAMPA),COMMUNITY PRIMARY SCHOOL_2026_new,99,3311-2-03899,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SAINT JOHN OF GOD KATISH PRIMARY SCHOOL_2026_new,214,3311-2-03898,Old
